water_depth (m),weight (t),installation_date,type_of_production (1 oil and gas; 2 oil; 3 gas),number_of_legs,number_of_piles,height_of_jacket_or_sub-structure (m),distance_to_coast (km),risk_to_other_users-complete,risk_to_other_users-partial,risk_to_personnel-complete,risk_to_personnel-partial,energy_consumption-complete (GJ),energy_consumption-partial (GJ),emissions-complete (t),emissions-partial (t),impacts_of_option-complete,impacts_of_option-partial,technical_feasibility_or_challenge-complete,technical_feasibility_or_challenge-partial,commercial_impact_on_fisheries-complete,commercial_impact_on_fisheries-partial,wider_community_impact-complete,wider_community_impact-partial,total_removal_cost-complete,total_removal_cost-partial
119,12523,44,1,8,10,124.314,120,1,1.334980845451355e-06,0.308,0.158,1079429,807461,77718,53314,0.0,1,0.0,0.998,0.042,0.341,0.119,0.119,0.545,0.988
100,10100,31,1,4,5,119.919,282,1,0.0,0.074,0.029,342543,436974,31523,31170,0.0,1,0.0,1.0,1.0,0.94,0.508,0.553,1.0,0.41
99,21804,36,1,8,5,114.068,281,1,0.0,0.318,0.147,1153570,877147,90927,62995,0.0,1,0.0,1.0,0.981,0.938,0.764,0.647,1.0,0.421
101,18873,36,1,8,5,114.581,267,1,3.7699937820434565e-10,0.3,0.12,1153144,850195,90259,60737,0.0,1,0.0,1.0,0.964,0.929,0.568,0.348,0.999,0.566
108,11608,31,1,4,5,127.416,281,1,5.750954151153565e-10,0.151,0.07,575623,470881,42298,33660,0.0,1,0.0,1.0,0.968,0.907,0.469,0.403,1.0,0.431
150,27341,34,1,8,30,163.812,281,0,1.1116066575050355e-07,0.025,0.01,369143,446292,47290,41829,0.998,1,0.5,0.899,0.984,0.028,0.795,0.946,1.0,0.41
101,10487,32,1,4,12,139.198,204,0,1.175920695066452e-06,0.025,0.013,307638,436610,24711,31088,0.005,1,0.474,0.549,0.607,0.34,0.401,0.178,0.985,0.971
99,15703,32,1,8,5,114.004,281,1,0.0,0.318,0.117,1169846,881680,90589,62832,0.0,1,0.0,1.0,0.997,0.94,0.273,0.291,1.0,0.46
118,27378,34,1,8,31,121.507,281,0,3.393679857254028e-09,0.029,0.011,1089437,625894,89078,58819,0.691,1,0.5,0.386,0.522,0.032,0.396,0.829,1.0,0.417
155,26167,45,2,8,31,164.117,171,0,2.299884706735611e-05,0.025,0.01,306745,557220,26282,31741,1.0,1,0.494,1.0,1.0,0.94,1.0,1.0,0.856,0.927
153,19474,35,1,8,6,162.01,281,1,1.0074108839035037e-08,0.165,0.094,570339,594634,73834,51500,0.008,1,0.002,1.0,0.989,0.708,0.447,0.813,1.0,0.411
99,18478,32,1,8,6,115.086,281,1,2.3990869522094728e-11,0.22,0.068,1026019,624697,82493,50540,0.0,1,0.001,0.914,0.454,0.444,0.25,0.168,1.0,0.497
99,25178,32,1,8,31,114.788,279,0,3.907084465026856e-11,0.066,0.022,1111031,530289,85747,50765,0.0,1,0.5,0.151,0.001,0.001,0.062,0.049,1.0,0.647
104,24100,35,1,8,21,117.599,280,0,6.498029828071594e-08,0.043,0.012,1010733,700355,83753,49966,0.095,1,0.054,0.992,0.952,0.831,0.678,0.699,1.0,0.669
104,26130,38,1,8,6,115.572,281,1,6.1690807342529286e-12,0.309,0.124,1168709,878189,91603,63498,0.0,1,0.0,0.996,0.65,0.661,0.391,0.488,1.0,0.428
142,27347,45,1,8,31,148.614,161,0,2.299428880214691e-05,0.025,0.01,307094,508150,25388,31575,1.0,1,0.5,1.0,1.0,0.938,1.0,1.0,0.981,0.993
155,27510,45,3,8,28,165.633,251,0,3.202493190765381e-07,0.146,0.118,886805,742313,83803,63641,0.291,0,0.5,0.993,0.382,0.005,0.34,0.759,0.999,0.41
134,10103,31,1,4,5,161.638,281,1,2.193450927734375e-11,0.063,0.085,300752,433768,24565,31092,0.0,1,0.0,1.0,0.997,0.921,0.609,0.64,1.0,0.411
155,20041,45,3,8,29,164.344,120,0,2.2815843343734746e-05,0.055,0.073,395143,662016,30413,43089,0.392,1,0.437,0.999,0.917,0.77,0.85,0.908,0.542,0.836
155,26378,45,3,8,31,165.855,124,0,2.2960399985313416e-05,0.026,0.023,302398,550364,25312,39670,0.973,1,0.5,1.0,0.991,0.595,0.977,0.982,0.64,0.68
99,20026,34,1,8,5,114.102,281,1,0.0,0.32,0.156,1095420,884863,90492,63123,0.0,1,0.0,1.0,1.0,0.94,0.792,0.833,1.0,0.41
101,12086,33,1,4,5,114.848,281,1,0.0,0.32,0.159,708684,778240,70241,51892,0.0,1,0.0,1.0,1.0,0.94,0.885,0.852,1.0,0.411
103,17108,37,1,4,5,114.789,281,1,0.0,0.32,0.158,1027457,877230,89605,61724,0.0,1,0.0,1.0,1.0,0.94,0.9,0.901,1.0,0.41
100,19352,35,1,8,5,114.798,281,1,0.0,0.315,0.147,1059461,849935,88673,61242,0.0,1,0.0,1.0,0.993,0.937,0.721,0.713,1.0,0.416
102,22497,40,1,8,30,114.531,172,0,9.519398808479308e-07,0.062,0.015,1026995,736135,74781,42849,0.041,1,0.395,0.651,0.574,0.665,0.754,0.581,0.99,0.974
154,26843,45,2,8,31,155.08,138,0,2.280279231071472e-05,0.028,0.011,420121,728383,46273,44599,0.998,1,0.494,1.0,0.999,0.931,0.996,0.998,0.835,0.817
120,10263,32,1,4,5,148.373,270,1,7.618129253387452e-09,0.166,0.143,441783,473683,28781,32021,0.0,1,0.0,1.0,0.963,0.917,0.296,0.421,0.987,0.519
100,10555,31,1,4,5,123.311,281,1,1.4415085315704344e-09,0.033,0.016,369297,435086,28519,31227,0.0,1,0.009,0.889,0.81,0.378,0.295,0.163,1.0,0.477
102,15947,32,1,8,5,116.242,281,1,0.0,0.267,0.116,1010530,635554,76959,46476,0.0,1,0.0,0.999,0.881,0.852,0.523,0.604,1.0,0.414
106,10877,31,1,4,5,122.375,281,1,7.677078247070313e-11,0.209,0.109,693245,522023,55417,35253,0.0,1,0.0,1.0,0.997,0.938,0.45,0.566,1.0,0.431
118,11968,35,1,4,14,157.049,280,0,6.587999701499939e-06,0.025,0.011,318902,441297,26487,31291,0.523,1,0.111,0.995,0.99,0.862,0.859,0.885,0.999,0.735
99,19609,33,1,8,5,114.452,281,1,6.854534149169922e-13,0.288,0.122,1062385,755194,85010,57161,0.0,1,0.0,0.997,0.798,0.838,0.427,0.191,1.0,0.494
99,13699,31,1,8,21,114.081,281,0,2.0563602447509765e-12,0.068,0.02,997077,471909,67058,33449,0.0,1,0.367,0.152,0.002,0.013,0.047,0.036,1.0,0.903
108,14797,33,1,8,6,118.669,281,1,2.260762453079224e-08,0.038,0.013,921724,568046,74495,36016,0.007,1,0.0,1.0,0.996,0.925,0.621,0.597,1.0,0.556
99,12329,31,1,8,5,114.732,281,1,6.854534149169922e-13,0.126,0.026,820589,504191,64018,36880,0.0,1,0.0,0.979,0.681,0.815,0.228,0.204,1.0,0.502
99,10372,32,1,4,5,114.605,280,1,0.0,0.319,0.159,819967,703263,48837,45046,0.0,1,0.0,1.0,0.999,0.94,0.501,0.323,1.0,0.476
99,27346,37,1,8,5,114.0,281,1,0.0,0.32,0.122,1180271,895247,91993,63995,0.0,1,0.0,1.0,0.986,0.939,0.33,0.269,1.0,0.415
154,26406,45,3,8,31,160.741,133,0,2.299759268760681e-05,0.025,0.01,312450,529892,26074,32802,1.0,1,0.5,1.0,1.0,0.934,0.999,0.999,0.79,0.968
99,19457,31,1,8,5,114.029,281,1,0.0,0.297,0.059,1108419,789007,85160,60310,0.0,1,0.0,1.0,0.994,0.937,0.47,0.15,1.0,0.417
99,12889,32,1,4,5,114.437,281,1,0.0,0.315,0.148,670278,677421,57597,44229,0.0,1,0.0,1.0,0.999,0.94,0.921,0.756,1.0,0.411
99,15828,32,1,8,5,114.722,281,1,0.0,0.215,0.088,977309,585938,71880,44404,0.0,1,0.0,0.911,0.142,0.152,0.116,0.116,1.0,0.443
116,10081,31,1,4,5,164.181,220,1,5.768775939941406e-09,0.079,0.155,303573,434080,24540,31119,0.0,1,0.001,0.972,0.117,0.08,0.107,0.053,0.962,0.723
99,27535,44,1,8,5,114.003,281,1,0.0,0.32,0.157,1180130,895421,91995,63998,0.0,1,0.0,1.0,0.984,0.939,0.815,0.522,1.0,0.427
149,11288,42,2,8,10,150.007,121,0,1.037183552980423e-05,0.221,0.148,688710,632893,45678,38630,0.0,0,0.004,0.998,0.186,0.467,0.197,0.314,0.539,0.93
152,15439,32,1,4,7,163.659,280,1,1.959025859832764e-08,0.073,0.091,417694,457722,36965,36351,0.003,1,0.078,0.994,0.735,0.168,0.286,0.549,0.999,0.412
109,21413,36,1,8,5,114.455,281,1,0.0,0.32,0.155,1142764,881953,91292,63076,0.0,1,0.0,1.0,0.999,0.939,0.617,0.877,1.0,0.41
105,10134,31,1,4,5,147.009,282,1,0.0,0.028,0.016,303975,433394,24865,31087,0.0,1,0.0,1.0,0.999,0.911,0.44,0.657,1.0,0.41
155,25123,45,3,8,30,164.925,122,0,2.130478870868683e-05,0.079,0.086,409136,658086,34331,54603,0.295,0,0.498,0.996,0.701,0.158,0.686,0.805,0.605,0.58
100,26796,37,1,8,13,114.588,281,1,6.854534149169922e-13,0.303,0.114,1172037,873094,91686,63643,0.0,1,0.009,0.663,0.056,0.078,0.179,0.245,1.0,0.442
133,15785,44,1,8,6,124.268,139,1,2.528404593467712e-07,0.306,0.155,1106745,837094,86230,58813,0.0,1,0.0,1.0,0.373,0.776,0.26,0.431,0.748,0.844
99,10523,31,1,4,7,115.987,281,0,5.1409006118774407e-11,0.035,0.023,469883,436165,29957,31174,0.0,1,0.092,0.166,0.031,0.019,0.104,0.026,1.0,0.784
105,13631,33,1,8,25,134.317,153,0,2.6508539915084843e-08,0.137,0.126,794068,494741,48782,39844,0.0,1,0.489,0.175,0.003,0.005,0.037,0.028,0.977,0.887
99,14413,31,1,8,5,115.104,281,1,5.4836273193359375e-12,0.176,0.028,920550,609308,78863,48529,0.0,1,0.0,1.0,0.992,0.924,0.274,0.34,1.0,0.427
103,11580,38,1,8,6,124.701,122,1,1.1721253395080563e-09,0.312,0.159,699369,614922,53008,41621,0.0,1,0.001,0.927,0.01,0.033,0.116,0.029,0.93,0.985
155,27646,46,3,8,31,166.0,120,0,2.3e-05,0.025,0.01,297690,795251,24331,51041,1.0,1,0.5,1.0,1.0,0.94,1.0,1.0,0.648,0.426
119,10247,42,1,8,5,115.173,131,1,3.3619433641433726e-08,0.304,0.156,1111382,843207,75356,40760,0.0,1,0.0,1.0,0.999,0.94,0.287,0.702,0.61,0.899
155,10345,45,3,8,16,165.554,120,0,2.299638628959656e-05,0.041,0.138,320289,475534,25065,31423,0.01,1,0.02,1.0,0.895,0.827,0.701,0.656,0.53,0.997
99,14926,32,1,8,13,114.019,241,0,1.576542854309082e-11,0.265,0.073,1144070,644484,80368,48323,0.0,1,0.005,0.21,0.007,0.109,0.081,0.008,1.0,0.997
155,17896,45,1,8,30,152.866,121,0,2.299544310569763e-05,0.026,0.01,337411,607095,27377,31642,0.999,1,0.05,1.0,1.0,0.94,0.998,0.999,0.54,0.988
138,16465,36,1,8,13,159.336,190,0,4.053908586502075e-08,0.223,0.147,676591,522480,56192,47450,0.0,0,0.374,0.695,0.022,0.008,0.099,0.099,0.987,0.515
99,26800,42,1,8,5,114.029,281,1,0.0,0.32,0.159,1179330,895315,91986,63992,0.0,1,0.0,1.0,1.0,0.94,0.56,0.873,1.0,0.41
155,26777,45,1,8,31,165.481,225,0,2.299160730838776e-05,0.025,0.01,304785,531126,26835,32543,1.0,1,0.495,1.0,1.0,0.94,1.0,1.0,0.958,0.641
150,26616,44,2,8,31,149.579,248,0,1.320430999994278e-05,0.029,0.011,524568,595219,49847,45138,0.976,1,0.499,0.962,0.955,0.507,0.928,0.951,0.997,0.539
99,24636,31,1,8,14,114.019,281,1,0.0,0.107,0.015,1170809,718740,90999,60435,0.0,1,0.007,0.379,0.065,0.043,0.068,0.045,1.0,0.423
99,23255,39,1,8,5,114.545,279,1,0.0,0.319,0.157,1128453,883437,90710,63388,0.0,1,0.0,1.0,0.946,0.902,0.657,0.273,1.0,0.455
100,14721,33,1,8,8,118.138,278,1,5.470603704452515e-09,0.208,0.072,938175,577657,69817,44465,0.0,1,0.005,0.911,0.5,0.438,0.219,0.206,1.0,0.67
114,12727,31,1,4,5,141.204,281,1,1.736938953399658e-09,0.055,0.038,499977,451286,43516,33435,0.002,1,0.002,0.992,0.916,0.639,0.313,0.534,1.0,0.416
141,14520,45,3,8,28,161.79,125,0,2.2921614289283757e-05,0.026,0.02,311199,475975,25141,31659,0.71,1,0.495,0.995,0.969,0.787,0.892,0.846,0.583,0.969
114,14236,39,1,8,7,125.867,165,1,5.305409431457518e-10,0.314,0.156,870251,724839,69994,55787,0.0,1,0.0,0.993,0.122,0.26,0.215,0.176,0.986,0.614
115,12016,32,1,8,10,160.759,270,0,1.0590597987174988e-07,0.039,0.092,377634,443942,33774,33374,0.001,1,0.49,0.642,0.052,0.007,0.09,0.054,0.995,0.57
147,15173,45,1,8,31,139.178,125,0,2.2994306623935695e-05,0.026,0.01,343169,529095,27355,31523,0.997,1,0.212,1.0,1.0,0.939,0.991,0.995,0.549,0.996
99,18331,40,1,8,5,114.124,248,1,2.7418136596679688e-12,0.32,0.158,1156385,884626,90249,63167,0.0,1,0.0,1.0,0.867,0.933,0.499,0.252,1.0,0.895
99,16743,33,1,8,5,114.264,281,1,0.0,0.316,0.133,1062214,850577,88103,61257,0.0,1,0.0,1.0,0.999,0.939,0.543,0.439,1.0,0.42
99,15241,33,1,8,5,114.066,281,1,0.0,0.315,0.127,1039796,735956,83017,49332,0.0,1,0.0,1.0,0.904,0.919,0.562,0.633,1.0,0.416
113,20594,41,1,8,6,117.52,186,1,1.0863751173019409e-08,0.308,0.151,1140168,865864,90739,61642,0.0,1,0.0,1.0,0.636,0.798,0.362,0.354,0.959,0.825
99,12052,31,1,8,5,116.901,281,1,2.0563602447509765e-12,0.078,0.023,506211,448415,47130,32434,0.0,1,0.002,0.817,0.536,0.287,0.194,0.189,1.0,0.431
155,11385,34,1,4,5,165.409,189,1,6.155851483345032e-08,0.261,0.158,384126,474208,34066,38931,0.0,0,0.002,1.0,0.366,0.136,0.154,0.345,0.838,0.43
133,16300,39,1,8,5,141.802,269,1,3.5437941551208503e-10,0.308,0.158,955661,760529,71543,58242,0.0,1,0.0,1.0,0.819,0.804,0.382,0.424,0.998,0.421
155,27581,45,3,8,31,165.999,155,0,2.298177379369736e-05,0.026,0.019,299649,557353,25562,58385,1.0,1,0.5,1.0,0.999,0.461,0.995,0.998,0.904,0.411
111,25758,42,1,8,5,114.653,281,1,6.854534149169922e-13,0.319,0.154,1168937,887981,91664,63809,0.0,1,0.0,1.0,0.953,0.906,0.41,0.707,1.0,0.412
153,24849,45,3,8,31,165.181,120,0,2.299964219331741e-05,0.025,0.01,298665,520050,24442,31811,0.999,1,0.5,1.0,0.999,0.911,0.997,0.996,0.576,0.985
136,27248,45,2,8,31,132.475,146,0,2.8097194731235505e-06,0.038,0.018,572458,600364,49656,55356,0.254,1,0.5,0.512,0.207,0.05,0.587,0.734,0.998,0.635
123,14858,39,2,8,27,137.386,122,0,4.169345796108246e-07,0.234,0.143,697917,549798,46812,44764,0.0,0,0.492,0.249,0.003,0.005,0.037,0.032,0.757,0.902
124,22648,38,1,8,6,124.173,280,1,9.939074516296385e-11,0.302,0.144,1094456,809964,89144,62378,0.0,1,0.0,0.999,0.477,0.499,0.324,0.545,1.0,0.417
99,12966,32,1,4,5,114.702,281,1,0.0,0.302,0.119,773503,646335,55379,44070,0.0,1,0.0,1.0,0.998,0.939,0.599,0.594,1.0,0.412
152,13802,43,3,8,20,162.914,121,0,1.5063806653022766e-05,0.059,0.116,465730,572931,35408,41647,0.007,1,0.403,0.992,0.247,0.116,0.183,0.291,0.551,0.799
99,21227,31,1,8,5,114.035,281,1,0.0,0.142,0.018,1069656,631187,87830,51760,0.0,1,0.0,0.985,0.668,0.603,0.16,0.162,1.0,0.413
145,19326,45,3,8,31,155.914,120,0,2.295317667722702e-05,0.029,0.019,328693,589213,25418,33114,0.45,1,0.499,0.991,0.904,0.801,0.919,0.892,0.538,0.995
155,20996,45,3,8,31,165.983,120,0,2.3e-05,0.025,0.011,297990,560756,24324,31451,1.0,1,0.495,1.0,1.0,0.94,1.0,1.0,0.53,0.998
153,10155,43,3,8,10,163.689,120,0,2.170841383934021e-05,0.236,0.16,440219,509651,27236,32886,0.0,0,0.023,0.998,0.003,0.023,0.018,0.022,0.53,0.992
141,10639,31,1,4,5,163.417,281,1,4.969537258148193e-10,0.071,0.118,326784,439159,26729,31692,0.0,1,0.0,1.0,0.992,0.904,0.513,0.539,1.0,0.412
99,26728,33,1,8,28,114.01,280,0,0.0,0.25,0.049,1176621,851145,91665,62104,0.0,1,0.268,0.154,0.001,0.005,0.067,0.027,1.0,0.779
103,18440,40,1,8,13,118.138,136,0,3.3943653106689444e-09,0.305,0.152,1045563,739269,82001,56738,0.0,1,0.02,0.656,0.01,0.03,0.12,0.033,0.977,0.941
101,18530,32,1,8,16,116.593,278,0,2.4948447942733763e-08,0.069,0.024,998611,541152,74558,41980,0.006,1,0.142,0.624,0.226,0.321,0.247,0.272,1.0,0.749
99,25725,38,1,8,5,114.155,281,1,0.0,0.319,0.134,1172659,892456,91867,63896,0.0,1,0.0,1.0,0.992,0.936,0.398,0.532,1.0,0.415
145,13189,45,2,8,16,150.787,122,0,2.1009515941143035e-05,0.094,0.084,617316,700322,48703,38012,0.024,1,0.002,1.0,0.92,0.909,0.764,0.885,0.546,0.969
134,10996,31,1,4,5,155.851,281,1,6.306171417236328e-11,0.058,0.035,407502,451265,42792,31911,0.0,1,0.0,1.0,0.998,0.918,0.519,0.866,1.0,0.411
100,13222,33,1,8,5,117.011,278,1,5.894899368286133e-11,0.3,0.141,727443,638804,55662,45094,0.0,1,0.0,0.999,0.832,0.889,0.519,0.265,1.0,0.548
129,10134,39,1,8,5,118.97,136,1,2.124375730752945e-06,0.178,0.113,662249,553418,31270,31592,0.0,1,0.0,1.0,0.996,0.939,0.444,0.549,0.58,0.962
101,22654,37,1,8,5,114.384,281,1,0.0,0.32,0.157,1116632,883894,91180,63719,0.0,1,0.0,1.0,0.999,0.939,0.58,0.806,1.0,0.41
153,17218,45,1,8,23,163.574,192,0,2.235034918785095e-05,0.027,0.013,330837,510401,28263,32898,0.969,1,0.071,1.0,0.999,0.927,0.973,0.991,0.749,0.732
99,25434,31,1,8,14,114.017,281,1,0.0,0.179,0.02,1159542,750872,90557,60715,0.0,1,0.007,0.267,0.052,0.044,0.125,0.103,1.0,0.424
136,11724,33,1,4,7,162.282,207,0,1.5832602977752686e-07,0.075,0.142,384124,450608,30134,33671,0.0,1,0.295,0.929,0.05,0.022,0.128,0.104,0.953,0.572
155,27443,45,3,8,31,165.989,121,0,2.2965594351291658e-05,0.025,0.037,299324,568734,25010,55163,0.98,1,0.5,1.0,0.979,0.17,0.963,0.963,0.681,0.437
151,10187,45,3,8,15,163.271,120,0,2.2991374254226684e-05,0.03,0.057,313530,451535,24748,31141,0.037,1,0.035,1.0,0.911,0.869,0.653,0.615,0.53,0.998
99,15658,33,1,8,31,114.116,193,0,2.742562860250473e-06,0.025,0.01,909603,523302,50861,31677,0.034,1,0.498,0.241,0.144,0.466,0.433,0.157,0.996,0.999
118,17315,35,1,8,27,138.48,281,0,5.4005208909511566e-06,0.025,0.01,340981,443780,31220,31304,0.985,1,0.407,0.997,0.999,0.896,0.966,0.968,1.0,0.667
122,10907,31,1,4,5,154.841,281,1,1.6999244689941406e-10,0.054,0.07,354718,440632,29427,32030,0.0,1,0.0,0.999,0.958,0.654,0.291,0.534,1.0,0.412
100,10641,31,1,8,8,115.749,272,0,1.5122061967849734e-07,0.032,0.019,571387,439518,31023,31219,0.001,1,0.059,0.589,0.318,0.403,0.201,0.172,0.997,0.919
107,10169,31,1,4,5,161.189,277,0,9.185075759887696e-11,0.053,0.137,302069,433871,24680,31115,0.0,1,0.006,0.734,0.172,0.03,0.241,0.05,1.0,0.525
99,25972,31,1,8,29,114.202,281,0,6.854534149169922e-13,0.124,0.019,1149749,676371,89284,57242,0.0,1,0.497,0.15,0.001,0.001,0.054,0.02,1.0,0.491
155,25399,45,3,8,31,165.467,120,0,2.2999980807304383e-05,0.025,0.011,302678,682790,24588,32914,1.0,1,0.499,1.0,1.0,0.939,1.0,1.0,0.53,0.991
99,10172,31,1,8,11,119.117,147,0,7.344105541706085e-07,0.027,0.057,360426,435308,25838,31093,0.0,1,0.482,0.197,0.01,0.02,0.049,0.015,0.861,0.998
99,22400,41,1,8,5,114.023,281,1,0.0,0.32,0.155,1178681,894206,91945,63852,0.0,1,0.0,1.0,1.0,0.94,0.56,0.664,1.0,0.428
103,20601,35,1,8,25,115.302,247,0,2.009749412536621e-09,0.206,0.056,1130704,641309,85173,48470,0.0,1,0.39,0.209,0.011,0.038,0.107,0.144,0.999,0.796
102,25482,32,1,8,30,128.98,267,0,3.8282573223114016e-08,0.026,0.023,464633,481308,39303,39544,0.012,1,0.5,0.158,0.061,0.003,0.103,0.062,1.0,0.617
100,10387,31,1,4,5,123.416,282,1,0.0,0.259,0.09,321149,448737,30676,31855,0.0,1,0.0,1.0,1.0,0.94,0.938,0.869,1.0,0.41
100,22332,37,1,8,5,114.211,281,1,7.539987564086915e-12,0.317,0.142,1162049,879280,90831,63145,0.0,1,0.0,1.0,0.984,0.937,0.457,0.487,1.0,0.425
147,26812,43,3,8,31,159.612,184,0,4.454395711421967e-06,0.04,0.037,528671,605850,44218,53739,0.547,1,0.5,0.672,0.548,0.046,0.638,0.662,0.992,0.465
134,10120,33,1,4,5,162.301,132,1,1.0172128677368163e-09,0.304,0.16,322170,453429,25494,31890,0.0,1,0.0,1.0,0.163,0.184,0.164,0.092,0.882,0.79
123,13714,44,1,4,5,128.76,125,1,1.987814903259277e-11,0.32,0.16,981143,817452,69109,59796,0.0,1,0.0,1.0,0.084,0.322,0.267,0.136,0.984,0.638
99,17082,32,1,8,20,114.207,271,0,2.7418136596679688e-12,0.2,0.064,1025539,556462,69109,39382,0.0,1,0.314,0.153,0.002,0.009,0.115,0.034,1.0,0.924
155,27551,44,1,8,30,161.084,277,0,5.5588215589523325e-08,0.058,0.028,905497,766347,84234,62394,0.699,1,0.5,0.978,0.833,0.071,0.705,0.872,1.0,0.412
99,26522,43,1,8,5,114.001,260,1,0.0,0.32,0.149,1180209,894884,91980,63968,0.0,1,0.0,1.0,0.66,0.934,0.468,0.332,1.0,0.889
104,13950,33,1,4,5,121.188,280,1,6.854534149169922e-12,0.292,0.143,586058,563804,53442,43897,0.0,1,0.0,0.995,0.525,0.526,0.361,0.262,1.0,0.433
155,15012,40,3,8,22,165.752,120,0,6.6811144351959234e-09,0.284,0.16,465597,475505,39615,56096,0.0,0,0.499,0.397,0.0,0.0,0.004,0.005,0.574,0.454
136,22652,34,1,8,5,135.075,281,1,1.3709068298339844e-12,0.297,0.134,903753,724469,83961,60454,0.0,1,0.0,0.999,0.717,0.331,0.454,0.596,1.0,0.41
125,12898,37,1,8,5,129.036,257,1,6.659865379333496e-09,0.301,0.153,1060737,733228,79731,51979,0.0,1,0.0,1.0,0.698,0.866,0.278,0.5,0.995,0.583
99,10617,31,1,8,5,115.005,278,1,4.318356513977051e-11,0.183,0.083,527188,461353,33768,32576,0.0,1,0.0,0.986,0.597,0.696,0.282,0.049,1.0,0.912
99,16316,32,1,8,5,114.044,281,1,0.0,0.303,0.083,1061353,785523,86505,53474,0.0,1,0.0,0.992,0.65,0.878,0.537,0.235,1.0,0.644
100,23570,35,1,8,5,114.688,281,1,2.7418136596679688e-12,0.311,0.116,1147147,864459,90927,62777,0.0,1,0.0,1.0,0.945,0.898,0.506,0.421,1.0,0.426
99,10831,31,1,8,28,114.793,129,0,5.16146421432495e-10,0.066,0.134,790038,443689,36125,31967,0.0,1,0.5,0.15,0.0,0.0,0.002,0.001,0.998,0.996
101,13408,36,1,8,25,119.114,209,0,6.27147650718689e-06,0.026,0.013,616524,477902,40691,31775,0.074,1,0.454,0.681,0.584,0.51,0.573,0.347,0.964,0.992
99,26626,34,1,8,30,114.037,280,0,1.7136335372924804e-11,0.178,0.016,1173332,822765,91398,59056,0.0,1,0.482,0.164,0.007,0.019,0.172,0.161,1.0,0.794
99,16386,34,1,8,5,114.005,281,1,0.0,0.319,0.128,1169436,883011,90596,62919,0.0,1,0.0,1.0,0.999,0.94,0.514,0.356,1.0,0.435
127,10099,31,1,4,5,159.167,281,1,9.596347808837891e-12,0.103,0.126,306783,435754,25113,31145,0.0,1,0.0,1.0,1.0,0.939,0.554,0.66,1.0,0.411
99,27547,35,1,8,30,114.044,279,0,1.3709068298339844e-12,0.272,0.034,1177989,868852,91926,63644,0.0,1,0.484,0.174,0.01,0.016,0.245,0.075,1.0,0.661
155,24879,45,2,8,26,164.661,136,0,7.303408116102219e-06,0.104,0.098,506663,664758,53129,53347,0.084,1,0.333,1.0,0.886,0.426,0.829,0.925,0.797,0.462
151,14652,31,1,4,5,164.094,281,1,4.023611545562744e-10,0.062,0.04,418676,464714,48563,35128,0.005,1,0.0,1.0,0.999,0.87,0.586,0.812,1.0,0.41
101,14130,31,1,8,24,124.279,144,0,2.906322479248047e-10,0.098,0.139,745283,459435,45500,36214,0.0,1,0.499,0.151,0.0,0.0,0.013,0.005,0.998,0.895
114,13550,33,1,4,5,127.571,281,1,7.505714893341063e-10,0.242,0.123,742190,641401,64566,45607,0.0,1,0.0,1.0,0.998,0.938,0.496,0.623,1.0,0.417
99,10387,31,1,4,5,115.194,281,1,0.0,0.313,0.154,358734,460985,27603,32712,0.0,1,0.0,1.0,0.996,0.938,0.811,0.34,1.0,0.43
155,26859,45,3,8,31,165.985,128,0,2.299994516372681e-05,0.025,0.01,298613,505752,24558,32769,1.0,1,0.499,1.0,1.0,0.939,1.0,1.0,0.557,0.642
101,21222,39,1,8,28,114.485,129,0,6.252774596214294e-08,0.251,0.075,1099165,790254,83632,53603,0.0,1,0.21,0.446,0.048,0.192,0.315,0.147,0.977,0.979
127,27038,43,3,8,31,145.315,169,0,1.263683408498764e-06,0.028,0.037,449268,593585,35567,51016,0.076,1,0.5,0.291,0.131,0.011,0.405,0.394,0.998,0.577
107,24615,35,1,8,27,117.024,278,0,8.829668164253236e-08,0.073,0.014,1072055,681155,85892,51857,0.124,1,0.405,0.677,0.499,0.361,0.485,0.592,1.0,0.706
100,17737,31,2,8,30,127.299,127,0,1.754075288772583e-09,0.057,0.145,901413,508608,60912,45937,0.0,0,0.5,0.15,0.0,0.0,0.002,0.001,0.997,0.908
155,27630,45,3,8,31,165.901,255,0,1.0479369461536407e-06,0.026,0.025,332743,574569,35138,62229,0.855,1,0.5,0.941,0.665,0.003,0.736,0.821,1.0,0.411
109,12389,33,1,4,5,124.706,280,1,5.4150819778442384e-11,0.3,0.152,574464,606711,51928,44171,0.0,1,0.0,1.0,0.953,0.904,0.523,0.441,1.0,0.426
155,25308,45,2,8,29,164.95,233,0,2.189874505996704e-05,0.027,0.012,360324,569574,38535,40716,0.997,1,0.476,1.0,0.998,0.863,0.974,0.99,0.947,0.468
152,12941,37,2,8,14,164.05,163,0,4.327678680419922e-08,0.19,0.15,429495,458687,32423,37408,0.0,0,0.391,0.804,0.02,0.009,0.109,0.16,0.948,0.45
128,11874,36,1,4,5,145.141,212,1,2.7418136596679688e-12,0.315,0.159,447556,556497,40046,43368,0.0,1,0.0,0.997,0.129,0.128,0.24,0.182,0.999,0.451
155,18732,45,3,8,22,165.08,122,0,2.2928001344203948e-05,0.038,0.029,348458,612942,31617,35043,0.796,1,0.094,1.0,0.994,0.918,0.976,0.978,0.543,0.905
