platform,water_depth,weight,installation_date,type_of_production (1 oil and gas; 2 oil; 3 gas),number_of_legs,number_of_piles,height_of_jacket_or_sub-structure,distance_to_coast,risk_to_other_users-complete ,risk_to_personnel-complete,risk_to_personnel-partial,energy_consumption-complete,energy_consumption-partial,emissions-complete,emissions-partial,impacts_of_option-complete,technical_feasibility_or_challenge-complete,technical_feasibility_or_challenge-partial,commercial_impact_on_fisheries-complete,commercial_impact_on_fisheries-partial,wider_community_impact-complete,wider_community_impact-partial,total_removal_cost-partial
18.0,141.0,15560.0,1978.0,3.0,9.0,24.0,148.0,120.0,1.0,0.21907898710475843,0.05416053260350218,297655.0,530148.0,24278.0,31063.0,0.6670391383125865,0.5362670522741885,2.0,0.0,0.9206481815499291,3.0,0.0,0.47663747314227933
23.0,158.0,27646.0,1980.0,4.0,8.0,34.0,164.0,238.0,0.0,0.20836870723476172,0.2527179788443688,487748.0,570819.0,40415.0,45268.0,0.5424999357338306,0.6876750686841697,1.0,0.0,0.5858488703895435,0.0,2.0,0.2308806121711141
27.0,101.0,18582.0,1981.0,1.0,10.0,20.0,122.329872706726,228.0,0.0,0.4781987182295643,-0.02035234371980396,733080.0,511763.0,59586.0,41168.0,0.4927498004530132,0.3611908378981167,0.41197182846688096,1.0,0.7941546367107332,2.0,0.0,0.5848798737564956
29.0,144.0,17498.0,1983.0,5.0,10.0,21.0,153.0,131.0,2.0,0.09988433056810511,0.08191993494084021,519998.0,568000.0,42001.0,44002.0,0.8494881843057405,0.6280208825817859,0.24501238385874385,3.0,1.0,3.0,0.0,0.6104390098366772
31.0,114.0,10052.0,1995.0,0.0,2.0,3.0,134.0,284.0,2.0,0.12485609138739708,-0.07265776063237024,469823.0,433180.0,37162.0,32190.0,0.7986716323167129,0.5715949229278855,0.6158259057723385,0.4066693783904709,0.967880761117955,0.8831590948261766,0.921009946827095,0.6374435493178248
0.0,97.0,21999.0,1986.0,3.0,9.0,8.0,113.0,187.0,0.0,0.6347878992589814,0.15358861161751147,1110101.0,817002.0,87002.0,58500.0,0.44948056376615775,0.0,1.0,0.7681552704575332,0.6999214845654268,0.6734010084889495,0.6134246575302922,0.29932915545579936
2.0,110.0,30364.0,1984.0,0.0,9.0,10.0,125.0,206.0,0.0,0.2267616105868932,0.2141383161009941,1180499.0,895501.0,91998.0,63998.0,0.418944055641563,2.0,2.0,0.7827465121466398,0.921312995449415,0.12794416333804848,0.7609481760468777,0.4056926753916693
20.0,140.0,15562.0,1980.0,3.0,10.0,26.0,148.0,122.0,0.0,0.008200109346611143,-0.10697944528042266,297653.0,530147.0,24275.0,31062.0,0.6469892135906447,0.46528965066364847,0.0,2.0,0.6924863988439038,0.0,2.0,0.4465806862805257
24.0,158.0,27647.0,1979.0,3.0,7.0,33.0,164.0,238.0,0.0,-0.10124787345873998,0.08083825230012133,487752.0,570820.0,40417.0,45266.0,0.5213857761637243,0.4025795760844466,0.0,2.0,0.6232369006161096,1.0,2.0,0.5465399235032299
25.0,101.0,18584.0,1982.0,3.0,7.0,21.0,122.29375748915142,232.0,0.0,0.22863878038825133,0.2737603583755702,733080.0,511767.0,59589.0,41168.0,0.1690413292691928,0.46464813624661794,0.10714133483048434,0.0,1.129098821227021,3.0,3.0,0.7704476893940462
27.0,143.0,17501.0,1983.0,2.0,6.0,20.0,155.0,132.0,0.0,0.0933153685772955,0.13306873307661285,520002.0,567999.0,41999.0,43999.0,0.453229979971433,0.2039093195882423,0.9250603712081057,0.0,3.0,3.0,0.0,0.6906872184485134
29.0,114.0,10052.0,1992.0,0.0,3.0,5.0,134.0,284.0,0.0,-0.014101434286298564,-0.3476885476596186,469823.0,433178.0,37164.0,32190.0,0.42528206746993835,0.07089730838454866,0.8290530433189623,1.3459899255675523,1.0895744652429373,0.9532154502970194,0.9407178547376158,0.5596715608331109
0.0,101.0,21999.0,1987.0,2.0,8.0,8.0,114.0,189.0,0.0,0.2818854971338838,-0.017034493850875937,1110102.0,817001.0,87002.0,58502.0,0.4591230766224563,0.0,0.0,0.847248535576105,0.34896497456251274,0.3873466666805412,0.6384367780240044,0.40481174207252696
2.0,111.0,30363.0,1982.0,2.0,10.0,7.0,123.0,208.0,1.0,0.5819239667445311,0.10709411712041407,1180500.0,895499.0,91999.0,64001.0,0.5685005025692969,1.0,2.0,0.6329370966360884,0.8489444662164743,0.6237732024759469,0.1983425501112897,0.4949203873523168
19.0,142.0,15561.0,1977.0,4.0,6.0,24.0,147.0,119.0,2.0,0.08851756243232486,-0.20260780609166842,297655.0,530146.0,24277.0,31066.0,0.6815163226284462,0.4402007816645057,2.0,0.0,0.5226713693581129,0.0,0.0,0.36474783823946266
24.0,158.0,27648.0,1979.0,1.0,8.0,31.0,165.0,241.0,0.0,0.30164082243342516,-0.365250477375287,487749.0,570820.0,40418.0,45264.0,0.41747311643110757,0.7989712127136464,3.0,0.0,0.4761372210701196,3.0,0.0,0.4946106971268076
24.0,101.0,18586.0,1981.0,1.0,8.0,18.0,122.36064966095783,229.0,0.0,-0.08271377118900675,-0.24129338611878082,733081.0,511766.0,59590.0,41170.0,0.8963618739499852,0.33367461478467847,0.06247933909489707,0.0,1.1558469343446711,0.0,2.0,0.5583992678176054
26.0,146.0,17501.0,1982.0,1.0,6.0,19.0,152.0,131.0,0.0,0.04296059642441363,0.20038487239216102,520000.0,568000.0,42002.0,44002.0,0.5772626187697758,0.6855256504761066,0.5022124320827326,0.0,3.0,0.0,0.0,0.5361243126676255
27.0,114.0,10055.0,1991.0,0.0,2.0,6.0,136.0,284.0,1.0,0.11311833839112638,0.15911713136903305,469821.0,433177.0,37164.0,32192.0,0.2834455341138151,0.30643112047595655,0.7929046610530637,0.7570868206142924,0.9266599649537092,0.9977461492237112,1.4897404005183574,0.6533544099635683
0.0,100.0,22002.0,1986.0,3.0,9.0,8.0,115.0,185.0,0.0,0.4975090238432957,0.13175849321032704,1110101.0,816998.0,87002.0,58502.0,0.09974021596581467,2.0,3.0,0.9543257630755457,0.9338206029393684,0.4591730815817628,0.6111001078196026,0.6374795554324657
1.0,110.0,30362.0,1983.0,0.0,6.0,7.0,125.0,205.0,0.0,0.2932758417260832,0.33052357616737915,1180501.0,895500.0,92002.0,64001.0,0.7259321960291334,2.0,3.0,0.895887256861523,0.7688433781373314,0.54536858958014,0.4104871505366331,0.4426604004549323
20.0,142.0,15563.0,1979.0,3.0,9.0,27.0,146.0,118.0,0.0,-0.28977241228635375,0.22790974696669306,297654.0,530150.0,24279.0,31063.0,0.541541404866107,0.5738754157797394,0.0,0.0,1.018602748062604,3.0,2.0,0.4680800854829999
24.0,157.0,27646.0,1982.0,3.0,8.0,32.0,166.0,242.0,0.0,0.20244598864063426,-0.11047715829732659,487751.0,570818.0,40414.0,45267.0,0.6832654872426529,0.6079392310686829,2.0,0.0,1.1510964152168635,0.0,3.0,0.37614064791552115
27.0,105.0,18585.0,1982.0,4.0,8.0,18.0,122.66223789882717,228.0,0.0,0.2709220284035987,-0.10358842533744972,733083.0,511767.0,59590.0,41168.0,0.25325633756069293,0.5013935699699645,0.26207671418628725,3.0,0.9083805263499534,3.0,2.0,0.8881307809155254
28.0,145.0,17498.0,1984.0,4.0,9.0,19.0,153.0,129.0,0.0,0.26209147242815517,0.19956838558560683,520002.0,568000.0,42002.0,44002.0,0.42716402289291,0.4172083712689146,0.8912314396278463,0.0,1.0,0.0,0.0,1.0735616239561776
31.0,117.0,10055.0,1992.0,1.0,2.0,3.0,138.0,282.0,2.0,0.21456631562190728,0.09053663016441652,469824.0,433177.0,37164.0,32193.0,0.4932307607120322,0.41517998032586234,0.6630683155230468,0.9987852970302807,1.1443103215761092,0.5484867806832199,0.8381827814339029,0.46994846897458464
0.0,100.0,21999.0,1990.0,0.0,6.0,6.0,112.0,189.0,1.0,0.25775885895063766,-0.24552510795260912,1110101.0,817001.0,87000.0,58498.0,0.20059026624147508,2.0,0.0,0.9023305569498493,0.7679285548791275,0.7206104247070054,0.6803900066743012,0.7250606312955801
2.0,110.0,30364.0,1981.0,0.0,9.0,7.0,122.0,208.0,2.0,0.09709629447488671,0.19091745945181016,1180498.0,895501.0,91999.0,64001.0,0.5142525676466089,0.0,1.0,0.9510034494356842,0.5209579685291555,0.19513265506661082,0.34000191470566377,0.5167849504225571
22.0,142.0,15562.0,1977.0,3.0,6.0,26.0,147.0,119.0,2.0,-0.213317280549001,-0.15526635077522583,297654.0,530147.0,24278.0,31066.0,1.1869082589037019,0.26568034114613914,3.0,0.0,1.063765369046164,2.0,1.0,0.6206205853827589
23.0,155.0,27645.0,1979.0,1.0,10.0,33.0,166.0,238.0,2.0,-0.08576755874528466,-0.0074981034040083085,487749.0,570819.0,40416.0,45267.0,0.16372337536447867,0.6242458438967077,2.0,3.0,0.5868029791784664,3.0,0.0,0.6938312037663669
28.0,101.0,18583.0,1984.0,5.0,9.0,18.0,122.47058112428431,231.0,0.0,0.26253929674562404,0.10673257748370446,733081.0,511766.0,59588.0,41172.0,0.35152392535661536,0.32291235632275883,0.16028010136934817,0.0,0.9361667021197353,0.0,3.0,0.4465502479209323
27.0,145.0,17502.0,1984.0,2.0,8.0,21.0,155.0,128.0,2.0,0.49662937396095075,-0.20208466781698536,520001.0,568000.0,41998.0,44001.0,0.8482421230173935,0.4726769354441445,0.8013160253163355,0.0,0.0,3.0,0.0,0.6955975445253308
27.0,117.0,10052.0,1995.0,0.0,4.0,3.0,138.0,283.0,3.0,0.1414088611953879,-0.20555864774400634,469823.0,433177.0,37162.0,32190.0,0.28677989995357966,0.3203264980519086,0.9901623912453309,0.6908317996424167,1.2087085859158393,1.101386587029282,0.9029755473843997,0.5118016750483776
0.0,97.0,21998.0,1989.0,0.0,7.0,6.0,114.0,185.0,1.0,0.18579686839329304,0.17275157487995013,1110100.0,817002.0,86998.0,58501.0,0.6848948908080499,1.0,3.0,0.8013023464394295,0.8556246784216823,0.45642935114818384,0.29552924919451995,0.26930844318609265
3.0,111.0,30366.0,1982.0,1.0,6.0,10.0,122.0,208.0,0.0,0.2357896617078591,0.14555314588824625,1180499.0,895501.0,92002.0,63998.0,0.2820478348723394,2.0,1.0,0.3963859164570829,0.9495181341894351,0.4854268760992868,0.3483366973055012,0.7280002418847344
22.0,142.0,15562.0,1978.0,2.0,7.0,25.0,148.0,118.0,0.0,0.13335022768829238,0.42890429834667837,297653.0,530150.0,24276.0,31064.0,0.6496816823648789,0.34978459406204215,1.0,2.0,0.8518803796061201,0.0,3.0,0.6329982465594356
23.0,157.0,27647.0,1982.0,3.0,9.0,34.0,167.0,239.0,2.0,0.1170237742742421,-0.03677677741710257,487751.0,570817.0,40414.0,45268.0,0.5060512346746724,0.8490016947363501,1.0,3.0,0.5561069638810862,3.0,1.0,0.34701440208532064
24.0,101.0,18584.0,1982.0,2.0,8.0,22.0,122.55598170164372,230.0,0.0,0.029541292411424225,0.19111224793460715,733081.0,511766.0,59587.0,41168.0,0.4191322164932867,0.7029873163228662,0.6377346845778689,1.0,1.3171424082175043,3.0,2.0,0.897215669342341
29.0,145.0,17501.0,1981.0,2.0,10.0,22.0,153.0,130.0,0.0,0.2623568511712873,-0.2118987971586455,519999.0,568000.0,42000.0,44001.0,0.5905648274365518,0.5874902213074186,0.4758163124056071,2.0,0.0,0.0,0.0,0.6738030203691585
28.0,115.0,10054.0,1995.0,2.0,3.0,6.0,136.0,283.0,1.0,0.12000216981882106,-0.17714868194528394,469825.0,433177.0,37163.0,32189.0,0.627876567100392,0.35378594621007314,0.41748631209525,1.1020729518560484,0.8060591542220114,1.174017421558128,0.6767011007096221,0.45821533086991967
3.0,98.0,22000.0,1990.0,2.0,6.0,10.0,112.0,185.0,0.0,0.19076636121251273,0.24291942657947913,1110102.0,817002.0,87002.0,58500.0,0.7227366276388167,0.0,3.0,0.9287891264328988,0.7212291480034618,0.42837665728397645,0.6364328030580837,0.6108314091871017
4.0,110.0,30364.0,1981.0,0.0,6.0,8.0,123.0,205.0,0.0,0.13672529378665982,-0.06084316990238975,1180501.0,895499.0,91999.0,64000.0,0.7086557593532451,0.0,0.0,0.7930285712108703,0.6569636870451816,0.5473020467475631,0.39532280039609596,0.6377485928112094
18.0,140.0,15563.0,1978.0,0.0,8.0,25.0,146.0,121.0,0.0,0.2444385651132591,0.0497073403758691,297656.0,530147.0,24279.0,31065.0,0.5557982487519197,0.24177688402052158,3.0,1.0,0.96704166495406,2.0,3.0,0.6854157032710824
27.0,155.0,27647.0,1980.0,0.0,8.0,34.0,166.0,239.0,2.0,-0.22271553418437992,-0.004652503971537679,487752.0,570819.0,40417.0,45267.0,0.6870951958517797,0.4439192144038262,0.0,0.0,0.7215470030078321,2.0,0.0,0.9330831573947734
27.0,104.0,18585.0,1985.0,4.0,8.0,22.0,122.18864524997883,230.0,0.0,-0.30313104551079484,0.26364629619725244,733081.0,511766.0,59590.0,41170.0,0.13428603116826854,0.4652694326217966,0.1315909372081652,0.0,0.6717515551000701,1.0,2.0,1.0658898696302264
27.0,145.0,17501.0,1984.0,1.0,8.0,20.0,154.0,132.0,0.0,-0.22598351849861548,0.10948399155852073,520002.0,568001.0,41998.0,43999.0,0.27088964992488157,0.5099573069779627,0.7697947744316416,0.0,3.0,0.0,0.0,0.6480145155360828
28.0,118.0,10056.0,1992.0,3.0,3.0,6.0,136.0,284.0,2.0,0.15816623281025138,-0.033829771895302466,469825.0,433178.0,37164.0,32189.0,0.5477035313297283,0.1795131510289401,0.5911507226832141,0.9829412203197045,0.5168094015886914,0.8028549776434124,0.955627278391266,0.589093090711565
0.0,97.0,21999.0,1989.0,3.0,6.0,7.0,114.0,186.0,3.0,0.23083030596027118,-0.00880932308165891,1110100.0,816998.0,87000.0,58501.0,0.5263072469983355,2.0,1.0,0.5919610139771592,0.7550443829209517,0.758828929161131,0.5689319821806436,0.7071637318669074
0.0,110.0,30366.0,1983.0,1.0,9.0,11.0,121.0,205.0,0.0,0.5634461604238413,0.005994549736533988,1180502.0,895498.0,92002.0,63998.0,0.46313778765645636,1.0,3.0,0.9385788408281457,0.7419761310465071,0.8113109059861802,0.10214063052418876,0.6284824113144848
21.0,140.0,15561.0,1980.0,1.0,9.0,25.0,146.0,119.0,0.0,-0.015840509675223657,-0.14311050845214682,297655.0,530148.0,24276.0,31062.0,0.3790972289146319,0.2868607484588621,0.0,3.0,1.0774223491639625,2.0,0.0,0.4722186770170215
26.0,154.0,27649.0,1981.0,0.0,6.0,31.0,166.0,241.0,2.0,-0.2068164646479498,0.19288052049169252,487748.0,570818.0,40416.0,45267.0,0.20273440766909057,0.6111153858338393,1.0,3.0,0.5715855794354867,1.0,0.0,0.17175580684430125
27.0,105.0,18584.0,1983.0,5.0,8.0,18.0,122.33007331047133,228.0,2.0,-0.15825934224119428,0.04732883771249013,733081.0,511763.0,59590.0,41172.0,0.996703022968874,0.13905763957380635,0.2264159015654101,3.0,1.0126644311841855,2.0,2.0,0.3769682668595764
28.0,146.0,17500.0,1983.0,2.0,9.0,21.0,155.0,132.0,0.0,0.2588067303195226,0.040383447610845835,519998.0,568000.0,42002.0,43998.0,0.693560616199172,0.3540099770045855,0.7135828306590747,1.0,2.0,3.0,2.0,0.7695767665121883
29.0,114.0,10052.0,1995.0,3.0,5.0,7.0,136.0,282.0,2.0,0.10021509529126316,0.09053880128332431,469822.0,433181.0,37163.0,32189.0,0.4879798693422108,0.3795092435872966,0.7972499072693543,1.1430012623223107,0.6246342804713945,0.9409440256799974,0.6903430034391115,0.9254382781111948
1.0,100.0,22000.0,1988.0,1.0,6.0,8.0,113.0,187.0,1.0,0.203627034500669,-0.02128732026623445,1110102.0,817000.0,87001.0,58502.0,0.7393609658591986,0.0,1.0,1.0634680441562852,0.7572796169286387,0.6038032428761053,0.6007217002698384,0.44299403690908923
1.0,110.0,30364.0,1984.0,1.0,10.0,10.0,124.0,208.0,0.0,-0.1340395497443007,0.022693231218321175,1180498.0,895500.0,92000.0,64000.0,0.2663156770225046,0.0,1.0,0.5119203453602374,0.88414175813693,0.5889082571023567,0.19154014832608746,0.3912894512485145
21.0,141.0,15561.0,1978.0,1.0,10.0,28.0,147.0,119.0,0.0,0.006185017692020563,-0.11679373330189478,297654.0,530147.0,24276.0,31065.0,0.7037090599090173,0.3221417423233532,3.0,0.0,0.9304363727310195,0.0,1.0,0.28218194346410225
23.0,154.0,27646.0,1982.0,3.0,8.0,33.0,164.0,239.0,2.0,0.25216976353275417,0.015797116160443637,487749.0,570819.0,40414.0,45268.0,0.21128726294425199,0.5512982986526964,3.0,1.0,0.5995853438123421,0.0,0.0,0.5777657292795981
28.0,101.0,18585.0,1981.0,5.0,6.0,20.0,122.15463260406716,232.0,0.0,-0.22326323784361582,0.2230972447116859,733081.0,511763.0,59589.0,41172.0,0.12369913099941154,0.4802349320213029,0.5319246464749876,1.0,1.078414466741592,0.0,0.0,0.5267987638835693
26.0,143.0,17500.0,1985.0,1.0,10.0,22.0,153.0,132.0,0.0,0.16146585729949814,-0.004883106136638421,520001.0,567999.0,41999.0,43999.0,0.14896310585857825,0.16381484234285915,0.47794789840831386,1.0,2.0,0.0,3.0,0.41432512517199616
28.0,118.0,10054.0,1995.0,2.0,5.0,6.0,135.0,280.0,0.0,0.2511997389440475,0.03914119841766251,469823.0,433178.0,37163.0,32190.0,0.5141127908800622,0.14059867533983597,0.5201505109983142,0.7044140335463611,1.09857038545505,0.7982592374696736,0.7396427102589346,0.49535209758223164
3.0,99.0,22002.0,1990.0,1.0,9.0,9.0,113.0,187.0,0.0,0.25347829588001364,0.447326569665161,1110101.0,817002.0,87000.0,58498.0,0.7906470773068497,0.0,0.0,0.7822042668648033,0.5266982701622241,0.5703794406469767,0.586080894850048,0.5213236283331772
4.0,110.0,30366.0,1981.0,0.0,7.0,11.0,122.0,207.0,3.0,0.41961823646838475,-0.03805393477219515,1180498.0,895500.0,92000.0,64002.0,0.15564274152988938,2.0,0.0,0.8108208988427213,0.8082570344742335,0.5403707623095966,0.33329998366151314,0.8766642105502104
20.0,142.0,15563.0,1978.0,3.0,8.0,25.0,145.0,118.0,1.0,0.13035472893517894,-0.4308115547887138,297652.0,530150.0,24276.0,31066.0,0.6285150122905,0.27310499609771854,3.0,0.0,0.9412782515974798,0.0,1.0,0.09784253133324555
23.0,155.0,27648.0,1980.0,1.0,8.0,32.0,168.0,242.0,2.0,0.20655124674563727,-0.029165707294221677,487752.0,570816.0,40415.0,45266.0,0.5485753756664173,0.3548810891252527,3.0,0.0,0.7179820308482721,0.0,3.0,0.31214186521896187
27.0,105.0,18583.0,1985.0,3.0,7.0,19.0,122.61295726754628,229.0,0.0,0.26645779306973694,-0.02443834524238385,733082.0,511765.0,59586.0,41170.0,0.8351402140800078,0.42299270304386294,-0.052177693942422304,2.0,0.7697170339726132,2.0,0.0,1.0645923977320408
26.0,143.0,17500.0,1981.0,1.0,7.0,20.0,155.0,131.0,0.0,-0.11961078414543541,0.13296874436561185,519999.0,567998.0,42001.0,44001.0,0.4476563944357849,0.2348474416881426,0.3766190487891163,1.0,1.0,0.0,3.0,0.47801625200449166
30.0,118.0,10056.0,1991.0,0.0,2.0,5.0,137.0,280.0,2.0,0.38070369197708587,-0.11522623640386791,469824.0,433178.0,37164.0,32192.0,0.6675084965905693,0.10246603006910612,0.5577176236529027,0.7884135207544152,0.7440200133261453,0.9941723904590938,0.9862622046556382,0.8111028138808319
0.0,99.0,22000.0,1990.0,3.0,8.0,9.0,115.0,186.0,0.0,0.19094752247709765,0.15057677377555106,1110100.0,816999.0,87000.0,58499.0,0.5784991544946729,0.0,0.0,0.9418705984169344,0.46154078052261915,0.1946396116133684,0.4486135562199828,0.44713141805441675
0.0,112.0,30362.0,1984.0,2.0,6.0,9.0,121.0,209.0,0.0,0.2719033197724982,0.20274941060936003,1180498.0,895502.0,92000.0,63998.0,0.5126594407442465,1.0,1.0,0.8786290354297417,0.9153235440699811,0.07487957807721873,0.8332362436442009,0.47466367405861204
22.0,143.0,15561.0,1976.0,3.0,8.0,28.0,147.0,120.0,2.0,-0.026344453711706572,-0.0521041042581259,297653.0,530148.0,24277.0,31062.0,0.6342405575261391,0.4047448420617491,1.0,3.0,0.8018156919251187,2.0,1.0,0.524601192111718
25.0,158.0,27645.0,1982.0,4.0,9.0,30.0,168.0,242.0,0.0,0.0004364842932445684,-0.016868522486485852,487749.0,570820.0,40414.0,45264.0,0.14317899686347557,0.5389215893686424,0.0,3.0,0.5516746546136427,2.0,0.0,0.6494777797310687
26.0,102.0,18582.0,1984.0,1.0,7.0,20.0,122.4726438427403,232.0,0.0,0.17622661218997832,0.13291187086655515,733082.0,511764.0,59586.0,41172.0,0.37302400544269754,0.6270105675875053,0.24422622982375308,1.0,1.1375703239336548,1.0,1.0,0.8159057466502461
25.0,143.0,17502.0,1983.0,4.0,6.0,22.0,154.0,129.0,0.0,0.4148566424122931,0.4307172157957927,519999.0,567998.0,42001.0,43999.0,0.3200972458768192,0.614442182548451,0.6011522448698798,0.0,3.0,1.0,0.0,0.9132889178784267
31.0,114.0,10054.0,1991.0,1.0,5.0,4.0,134.0,280.0,2.0,0.15911347173681484,-0.04096660884507658,469822.0,433180.0,37163.0,32192.0,0.3847033327025924,0.17739926119356547,0.8123858104773833,0.9249052705537092,0.9191511223557415,0.9296677632563791,0.9348111793491524,0.640740629152154
0.0,98.0,22002.0,1990.0,2.0,6.0,7.0,112.0,189.0,0.0,0.34917291383182086,0.20886251161012886,1110100.0,817000.0,87001.0,58499.0,0.34757940556621814,1.0,0.0,0.7264395511709901,0.8850639315406853,0.5194344276876197,0.25564339220656124,0.6360138413917029
3.0,113.0,30363.0,1981.0,2.0,7.0,11.0,121.0,208.0,1.0,0.033066941137870676,-0.020330557897638102,1180499.0,895502.0,92002.0,64002.0,0.6571610242667294,0.0,1.0,0.9423742649157575,0.7427662644220662,0.5500026632062112,0.8526381029435051,0.6586977267218588
20.0,139.0,15561.0,1978.0,1.0,10.0,24.0,146.0,120.0,0.0,0.14661770317724465,0.10583122569518605,297653.0,530147.0,24277.0,31065.0,0.4802667932795768,0.3606418720293508,3.0,2.0,0.9292811279888054,1.0,0.0,0.32869467091196997
24.0,155.0,27645.0,1978.0,0.0,8.0,33.0,167.0,241.0,2.0,0.0241974633832768,-0.33704810462064944,487750.0,570820.0,40416.0,45266.0,0.16488576021028423,0.7033103320667665,3.0,0.0,0.6593438944103135,1.0,1.0,0.7302574177757504
27.0,104.0,18584.0,1984.0,3.0,8.0,21.0,122.16084146033961,232.0,0.0,0.4128350570513295,-0.10886951758476471,733082.0,511767.0,59589.0,41169.0,0.2890792384034028,0.38097159021366106,0.15227287625693953,0.0,0.8291545574015811,0.0,1.0,0.8157529555195226
29.0,144.0,17501.0,1985.0,3.0,6.0,20.0,156.0,132.0,0.0,0.11685845375037877,-0.024231983462127182,520002.0,568000.0,41998.0,44001.0,0.38062829151042155,0.566347747147901,0.8751931418153385,3.0,2.0,2.0,1.0,0.6443413421728187
27.0,114.0,10055.0,1993.0,1.0,5.0,6.0,134.0,281.0,3.0,-0.15743710925283405,0.15799353907011557,469823.0,433180.0,37163.0,32193.0,0.1940956937600341,-0.3101858152094716,0.9119013619574095,1.039878160181858,0.8915520947861238,0.7016165816539578,0.833728870771876,0.6521912598713004
1.0,100.0,21999.0,1986.0,2.0,6.0,6.0,114.0,188.0,0.0,0.31969837142226254,0.19811285108340698,1110101.0,817000.0,87002.0,58501.0,0.575636440648513,0.0,2.0,0.8775518561228427,0.7186406077836974,0.6354796429172189,0.6476233732221628,0.9058606444540618
1.0,114.0,30363.0,1984.0,0.0,10.0,11.0,121.0,205.0,3.0,0.4890516431129097,-0.13202224059191855,1180500.0,895499.0,92002.0,64001.0,0.4959149872867768,0.0,0.0,0.36377706316305725,0.6708954466772126,0.2864528274429735,0.5669236545589145,0.5982341764026997
20.0,142.0,15561.0,1979.0,3.0,10.0,26.0,147.0,118.0,0.0,-0.11007321268081216,-0.09022566223263963,297655.0,530149.0,24279.0,31064.0,0.9196786707584834,0.32069591886107385,3.0,1.0,1.0945965536548414,3.0,1.0,0.8559203551803662
26.0,154.0,27649.0,1982.0,3.0,10.0,32.0,165.0,239.0,2.0,-0.35540642247340687,0.16851169964654672,487752.0,570816.0,40417.0,45268.0,0.482849884879194,0.659594655820665,0.0,1.0,0.8521012829321548,0.0,2.0,0.5752384819833501
26.0,101.0,18582.0,1984.0,2.0,9.0,22.0,122.47855422830477,230.0,1.0,-0.01665157205242415,-0.22323023235163686,733084.0,511764.0,59590.0,41169.0,0.5504600091210978,0.6986006202046071,0.08133837276115413,2.0,0.8908492160738707,2.0,3.0,0.7624477645814594
25.0,146.0,17499.0,1984.0,2.0,8.0,21.0,155.0,130.0,1.0,0.17840725217762765,0.13008700163767606,519999.0,568001.0,41999.0,44002.0,0.3861289597622011,0.5667014365384995,0.8496266799354014,0.0,0.0,2.0,2.0,0.6467302884060498
